date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:30	2125/2125	---M--	200	added ('OK')	image/png	etag:%225e4e48bc-84d%22	https://lmpixels.com/demo/leven-html-new/light/img/clients/client-7.png	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/clients/client-7.png	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:30	84322/84322	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258c02818-14962%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery-2.1.3.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/jquery-2.1.3.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:31	5441/5441	---MCZ	200	added ('OK')	application/javascript	etag:W/%225890d244-1541%22	https://lmpixels.com/demo/leven-html-new/light/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/imagesloaded.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:31	850/850	---MC-	200	added ('OK')	text/javascript	date:Mon,%2025%20Mar%202024%2008:45:31%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/www.google.com/recaptcha/api.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:31	60010/60010	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ddfcdf0-ea6a%22	https://lmpixels.com/demo/leven-html-new/light/js/bootstrap.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/bootstrap.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:32	14462/14462	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b884a-387e%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.shuffle.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/jquery.shuffle.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:32	23601/23601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22588b5000-5c31%22	https://lmpixels.com/demo/leven-html-new/light/js/masonry.pkgd.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/masonry.pkgd.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:32	42766/42766	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258b6c1e0-a70e%22	https://lmpixels.com/demo/leven-html-new/light/js/owl.carousel.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/owl.carousel.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:32	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256c83aa6-4ef8%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/jquery.magnific-popup.min.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:32	7350/7350	---MCZ	200	added ('OK')	application/javascript	etag:W/%2256efffa2-26e3%22	https://lmpixels.com/demo/leven-html-new/light/js/jquery.googlemap.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/jquery.googlemap.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:33	9046/9046	---MCZ	200	added ('OK')	application/javascript	etag:W/%225899cb40-2d44%22	https://lmpixels.com/demo/leven-html-new/light/js/validator.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/validator.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:33	6116/6116	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e9ec494-17e4%22	https://lmpixels.com/demo/leven-html-new/light/js/main.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/js/main.js	(from https://lmpixels.com/demo/leven-html-new/light/index.html)
10:45:34	597/597	---MC-	302	error ('Found')	text/html	date:Mon,%2025%20Mar%202024%2008:45:34%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/owl.video.play.png	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/owl.video.play.png	(from https://lmpixels.com/demo/leven-html-new/light/css/owl.carousel.css)
10:45:34	7028/7028	---MCZ	200	added ('OK')	text/css	etag:W/%22556070f6-2098%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
10:45:34	57333/57333	---MCZ	200	added ('OK')	text/css	etag:W/%225e39dcac-dff5%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
10:45:34	150363/150363	---MCZ	200	added ('OK')	text/css	etag:W/%225e85cc90-24daf%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/style.css	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linecons/style.css	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
10:45:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2008:45:35%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.2c.delayed	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
10:45:36	49371/49371	---M--	200	added ('OK')	image/png	etag:%225e85d428-c0db%22	https://lmpixels.com/demo/leven-html-new/light/img/main_bg.png	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/main_bg.png	(from https://lmpixels.com/demo/leven-html-new/light/css/main.css)
10:45:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2025%20Mar%202024%2008:45:36%20GMT	http://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
10:45:37	19247/19247	---M--	200	added ('OK')	image/jpeg	etag:%225dedf95f-4b2f%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/11/1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
10:45:37	1592/1592	---M--	200	added ('OK')	image/png	etag:%225dee27e9-638%22	https://lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/wp/leven-wp/wp-content/uploads/2019/12/client-1.png	(from https://lmpixels.com/demo/leven-html-new/light/resume.html)
10:45:37	18433/18433	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-4801%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/1.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:38	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:44%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/portfolio-project-2.html	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:38	24157/24157	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-5e5d%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/2.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/2.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:38	40105/40105	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-9ca9%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/3.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:39	152865/152865	---M--	200	added ('OK')	image/jpeg	etag:%225de90e08-25521%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/full/3.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/full/3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:39	43473/43473	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a9d1%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/4.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/4.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:39	44915/44915	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-af73%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/5.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/5.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:39	26167/26167	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-6637%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/7.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/7.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:39	41607/41607	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-a287%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/6.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/6.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:40	4560/4560	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Apr%202020%2014:14:28%20GMT	https://lmpixels.com/demo/leven-html-new/light/portfolio-project-1.html	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/portfolio-project-1.html	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:40	38446/38446	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-962e%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/8.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/8.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:40	38685/38685	---M--	200	added ('OK')	image/jpeg	etag:%225de90e06-971d%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/9.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/9.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:41	146586/146586	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-23c9a%22	https://lmpixels.com/demo/leven-html-new/light/img/portfolio/full/5.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/portfolio/full/5.jpg	(from https://lmpixels.com/demo/leven-html-new/light/portfolio.html)
10:45:41	13668/13668	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Apr%202020%2018:16:22%20GMT	https://lmpixels.com/demo/leven-html-new/light/blog-post-1.html	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/blog-post-1.html	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:41	44193/44193	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-aca1%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_1.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_1.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:41	76262/76262	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-129e6%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_2.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_2.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:42	60364/60364	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-ebcc%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_4.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_4.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:42	96117/96117	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-17775%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_3.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_3.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:42	50142/50142	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0c-c3de%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_6.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_6.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:42	88976/88976	---M--	200	added ('OK')	image/jpeg	etag:%225de90e0a-15b90%22	https://lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_5.jpg	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/img/blog/blog_post_5.jpg	(from https://lmpixels.com/demo/leven-html-new/light/blog.html)
10:45:43	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fc0d6b-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/demo/leven-html-new/light/contact.html)
10:45:43	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
10:45:43	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%22556137cc-5514%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff2	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
10:45:43	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Sun,%2024%20May%202015%2002:30:30%20GMT	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Freed41d.eot	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
10:45:43	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22556137c6-d990%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.woff	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
10:45:44	55620/55620	---M--	200	added ('OK')	application/octet-stream	etag:%22556137c6-d944%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.ttf	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
10:45:44	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22556137c6-32417%22	https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free.svg?w118d	C:/My%20Web%20Sites/The%20Auditory%20Diary/lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/fonts/Linearicons-Free54e9.svg	(from https://lmpixels.com/demo/leven-html-new/light/css/fonts/linear-icons-font/style.css)
